"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ERI2",871.001647052301,0.925383395743255,0.112309407889082,8.23958930187907,1.72802791430823e-16,2.1090580694132e-14
"EPS15L1",2601.36091658234,0.25656214258001,0.0529403518738957,4.84624928808827,1.25817407069776e-06,4.77742674355837e-05
"EPRS1",13569.6833162096,0.369356544183482,0.102049947071107,3.61937026705284,0.000295320822096286,0.00575387330348829
"EPHA2",4089.96413681348,1.23500608553343,0.0755712656209623,16.3422707742883,4.93791030777351e-60,4.68744852382922e-57
"ENO2",2257.37942665082,0.494639487431986,0.142664441045439,3.46715329907921,0.000526001811338434,0.00935254209192489
"EML3",1919.54718655369,0.345563324999269,0.0780159923402608,4.42939088042514,9.44996119073311e-06,0.000286296962528469
"EML2",1262.84833521503,0.556120551518689,0.155667271188561,3.5724950227017,0.000353596205796777,0.00667613079386688
"EMC2",2220.02170358427,0.382331074635212,0.108729612836504,3.51634724580618,0.000437528343541797,0.00799577198513228
"ELOVL5",10258.1601709754,0.524660931205508,0.0798664062776945,6.56923174158191,5.05755204696008e-11,3.60076632610028e-09
"ELOA-AS1",73.8899869975243,0.709598184765725,0.189212952598227,3.75026220468363,0.000176649756800536,0.0037310437508662
"EIF5A2",910.513135257075,1.6295550458795,0.209554313163137,7.77628969445691,7.46825761473898e-15,7.92609427720777e-13
"EIF4A2",13836.6132435603,0.271547137578052,0.0902124375639868,3.01008535974263,0.00261174278667844,0.0353340055391722
"EIF3K",8418.02247519491,0.191578516004337,0.0490514311606255,3.90566618488638,9.39661544654895e-05,0.0021934421876391
"EIF2B3",1818.98747574532,0.269507100527891,0.0612138564065004,4.40271396623317,1.06905070753354e-05,0.000318238143547484
"EIF1P7",822.243232451011,0.330213057711699,0.0964021576451041,3.4253699894078,0.000613962698304721,0.0105967481070028
"EIF1",9742.06138929379,0.374150857829352,0.0607248010291709,6.161417600193,7.20965838791666e-10,4.51250669869348e-08
"EEF1E1P1",222.875707199429,0.841290809602848,0.127643441866809,6.59094425298169,4.37037979184608e-11,3.15091474697359e-09
"EEF1E1",522.765426729926,0.88683215274578,0.098707813358194,8.98441696330174,2.60109697106158e-19,3.89867929337976e-17
"EDEM1",2616.02957584372,1.39607724409036,0.180232509188079,7.74597907103152,9.48481339036634e-15,9.94276112890734e-13
"ECT2",13012.7320462601,0.429338961190277,0.108695773250838,3.94991404311083,7.81792639867751e-05,0.00187093709207567
"EAF1",703.872667261047,0.692210402193483,0.111495168719704,6.20843405272278,5.35151710929312e-10,3.47685828313656e-08
"E2F3P1",92.9265676243454,0.634452681364402,0.159985151066603,3.96569729837162,7.31816887120478e-05,0.00176158587168034
"E2F3",1969.82630057793,0.490674512066041,0.0417144052860063,11.7627114350985,6.07514404350305e-32,2.16262471398618e-29
"DZIP1L",539.884059019981,0.561641611881552,0.171449544832485,3.27584195356309,0.00105347496073055,0.0167917226250027
"DYNC1LI1",4277.99505127356,0.229540436349354,0.0492293831439723,4.66267139033732,3.12130945652554e-06,0.000107745080168994
"DVL1",4752.47923237311,0.157677489325588,0.0502612458066246,3.13715839699312,0.001705939373201,0.0247868929165692
"DUSP5",1818.22414997358,0.741986686014415,0.147170476157849,5.04168162925961,4.61458571916091e-07,1.8684698147702e-05
"DUSP3",3338.49541630114,0.623567032396386,0.111118824845737,5.61171370613452,2.00332682109566e-08,1.03046426361768e-06
"DUS2",832.92522224653,0.868023669212909,0.182633397073325,4.75282003797151,2.005988863038e-06,7.27735280312746e-05
"DTYMK",2056.80737490884,0.213369572054963,0.0441562542130233,4.83214837530381,1.35067528664759e-06,5.08347767025274e-05
"DTX3L",1763.4238516088,0.552902078167374,0.0605324857029002,9.13397280397628,6.60306265416461e-20,1.03510579423588e-17
"DRG1P1",996.387834963144,0.607481010589144,0.109679218675485,5.53870658384737,3.04713663518856e-08,1.49616160015709e-06
"DRG1",1953.72454327013,0.449720755053489,0.116948206391284,3.84546945122713,0.000120321854936838,0.00268399417141743
"DPY30",3026.36339956888,0.22889099158795,0.0634813310106907,3.60564260301038,0.000311381440933982,0.0060119487923604
"DPH2",1577.37235411368,0.767274695759452,0.222587544590107,3.44706931905099,0.00056670315724521,0.0099010806215224
"DOHH",419.424975084375,1.97391130248443,0.146559462066968,13.4683307010399,2.40236016019873e-41,1.36830426857719e-38
"DOCK5",4225.34265662896,0.297854662762818,0.0580906130616442,5.12741468999032,2.937480140691e-07,1.23932649787623e-05
"DNAL4",272.070412285671,1.50079497240853,0.255365002376733,5.87705816552908,4.17621499849977e-09,2.42717638365189e-07
"DNAJC27",592.395674470077,0.972667730133792,0.174414074768662,5.57677315562928,2.45021043387983e-08,1.23500724730692e-06
"DKC1",7185.83169498709,0.709508715267209,0.165622545232788,4.28388969792712,1.83653986367059e-05,0.000518693498356021
"DIAPH3",2298.87263520456,0.218665680326783,0.058109217473817,3.76301195976885,0.000167879169994692,0.00357674735373979
"DHDDS",2090.84101296949,0.347706486569838,0.0686177203536693,5.06729872076324,4.03500803788567e-07,1.6533856677063e-05
"DEPDC1P2",498.020804177786,0.559790835231147,0.146725527887759,3.81522454401643,0.000136059154895067,0.00297294473106395
"DEPDC1P1",338.028533267907,0.566532239585019,0.12123853101549,4.6728728469387,2.97015660543012e-06,0.000103152573002001
"DEPDC1",3487.29726077582,0.54237090532189,0.0929866031952769,5.83278544096166,5.45096434200414e-09,3.10468759039416e-07
